지하철역,time_04_05,time_05_06,time_06_07,time_07_08,time_08_09,time_09_10,time_10_11,time_11_12,time_12_13,time_13_14,time_14_15,time_15_16,time_16_17,time_17_18,time_18_19,time_19_20,time_20_21,time_21_22,time_22_23,time_23_24,time_00_01,time_01_02,time_02_03,time_03_04
오류동,6493,170914,298078,738747,811692,528687,425204,379519,440964,445175,412586,452077,519138,576506,758398,648459,424567,382490,337858,228065,34808,38,0,0
오리,8523,54988,260466,586502,884759,592612,442144,404073,441228,445816,435376,449105,509021,581543,821912,547895,394653,353244,307034,175802,43154,20,0,0
오목교(목동운동장앞),155,83022,310466,940770,1745663,1156829,783469,789142,864053,939839,926817,987682,1141080,1360073,2055595,1355424,988962,800406,736100,354638,84320,318,0,0
오빈,24,3000,9251,15998,19955,16842,16277,13817,13385,13033,11452,16133,13998,20395,18981,11751,8745,7685,7059,3885,1781,0,0,0
오산,3746,89244,270842,524332,573435,421708,368990,364365,390980,387797,383146,429548,512192,631804,678225,551102,399766,344656,284894,148867,8777,8,0,0
오산대,1608,35289,83010,185521,213853,179830,134884,111765,116749,118173,116214,139668,173392,206123,220264,145041,116217,97643,74542,54948,2674,3,0,0
오이도,2672,84247,323196,671169,614963,372386,329584,342766,352758,351701,344331,384897,436212,573016,658318,511377,372143,331752,292866,187017,69437,8440,0,0
옥수,2348,53811,175408,413950,669430,461735,338793,341452,350101,385500,375160,404802,458476,540193,682814,524823,370088,341060,311854,167045,42492,165,5,0
온수(성공회대입구),3397,190883,426181,1200420,1514077,841458,535966,507901,573638,565377,533534,592587,744746,877635,1167687,938461,601162,574592,484797,315896,108652,12173,119,0
온양온천,132,33908,91720,179197,241894,233457,234987,291488,296548,253581,310196,259589,242804,229173,265237,157788,143484,104480,72767,67980,25296,0,0,0
올림픽공원(한국체대),994,49461,225309,452136,661447,437601,371138,392236,434075,499373,501233,552520,640251,719347,744026,573373,440093,547340,529704,233793,48963,415,13,0
왕십리(성동구청),19577,221858,465423,1162586,2285353,1529740,1116412,1193354,1369109,1511154,1499553,1627201,1913007,2319222,3182327,2364666,1699169,1691948,1650208,979880,269577,7210,158,0
외대앞,6561,92691,167317,344723,653097,413832,392766,377050,401245,385581,421579,422588,473566,575650,595360,475188,353121,357499,333988,236904,49507,221,0,0
용답,274,34308,52373,122752,213200,136666,92692,82856,92104,99369,93282,105618,128913,139082,177394,131325,86876,92846,83133,55557,15371,120,0,0
용두(동대문구청),251,15646,31816,89653,173943,97588,84549,95782,101850,110729,113532,121840,121356,128535,171701,110022,68867,61244,48336,29825,7634,157,2,0
용마산,80,71009,162702,371406,529866,305762,204521,177184,193130,192507,180301,206171,239596,273691,359981,323103,201722,186454,183898,112510,38424,125,0,0
용문,3671,13097,40856,76638,120522,92888,125579,188549,200668,152599,186809,201339,178336,148327,112460,71389,66848,39236,36149,26927,12542,127,0,0
용산,4866,137913,561247,1257214,2403231,1897187,1504463,1570959,1583339,1779626,1736336,2066707,2171636,2487191,3226572,2125293,1821751,1618449,1079284,444086,56339,72,0,0
우장산,14,93004,330057,979451,1107551,630320,502475,492202,543496,561641,544699,605898,713911,752882,952509,803960,503687,457173,450063,257961,71941,224,0,0
운길산,10,4369,17264,31669,44985,46012,54555,49698,44807,39271,50551,53986,54383,49551,37246,28064,20597,15390,11888,7546,2147,0,0,0
운서,909,117678,221335,357519,401752,270461,212107,231634,248197,229143,224206,267952,308300,377879,439282,325513,284886,299176,282642,188508,64199,59,1,0
운정,505,41087,231444,432469,425898,229967,190863,172155,181698,174083,170006,196654,246935,306018,360808,317006,193338,187397,166751,91234,41900,20,0,0
원당,2153,128998,339999,706274,795208,506133,408202,393459,407148,398374,395129,420453,482627,570671,683395,597923,409559,353830,339665,194684,50245,78,0,0
원덕,608,3763,8013,19668,24014,23419,22325,21228,18828,15107,19861,22418,22642,23694,20767,13432,11101,11620,7089,4966,2809,5,0,0
원인재,414,45950,113698,240765,297651,183092,144334,150612,163245,175168,164414,180717,205388,250597,307978,216198,171023,164609,138514,87826,25440,1,0,0
원흥,1979,75062,243480,544745,626196,383466,272222,244908,263367,273572,259533,282221,335445,415352,500587,471222,298743,273266,268124,163652,57045,788,0,0
월계,11599,84259,137625,340407,407595,349548,261065,222329,255407,265972,236594,266235,340616,355898,366633,291255,201222,175079,159060,94720,21443,5,0,0
월곡(동덕여대),310,95237,211069,616010,958948,559684,448562,403686,425440,444237,439341,456930,554127,607904,842512,648089,424784,385407,354740,222535,56691,257,18,0
월곶,49,16823,61092,141994,141207,101090,81605,92441,94288,90648,90634,95999,111661,137173,178166,119485,87740,80035,65816,42156,7499,0,0,0
월드컵경기장(성산),698,30232,74453,189355,308198,236651,249999,293464,321180,370788,394687,427923,449634,453112,491216,348910,200057,230695,230324,85905,18570,220,4,0
월롱,304,6014,58340,154837,200429,93337,62628,54979,86718,72306,59969,86894,112327,157890,222641,104711,85982,68989,47419,34875,12744,9,0,0
을지로3가,345,57923,371868,1260379,3106999,1770642,1110809,1051459,1005408,1146829,1154350,1210413,1328699,1902888,3237498,1686371,1073630,1029526,847723,491641,96063,1589,30,0
을지로4가,162,33737,229699,541608,1428819,894905,680849,704365,729552,750034,796072,818655,831434,1070996,1464222,818442,439637,358390,275532,152382,35276,717,9,0
을지로입구,1264,71459,377109,1591845,4352381,2279434,1526063,1742134,1555898,1771925,1790894,1949707,2113388,2708210,4661580,2482079,2080273,1763277,1283832,632699,111446,12073,69,0
응봉,1624,18932,51250,113237,135563,85395,63130,60721,61591,64686,62697,71111,83629,91506,105621,91542,55226,49952,40035,27194,7314,11,0,0
응암,46,154687,397720,1018754,1346137,772726,540225,531601,565876,591925,552586,626285,720264,856745,1165748,1036123,633805,593141,551443,349964,107968,510,4,0
의왕,736,112646,254057,696294,744960,337791,250938,233454,254962,260148,251912,281923,359477,550578,634879,454256,320014,287684,222368,147851,26680,1,0,0
의정부,32040,154227,396356,762919,1011996,891212,764612,839590,927518,987792,981126,1005335,1172095,1260873,1390115,1185463,898120,693586,559417,342674,128879,98,0,0
이대,549,65423,261005,450515,895106,989566,839049,772202,984815,1024640,895681,1001374,1125603,1276287,1236163,890040,643591,654070,545722,290126,69551,1636,48,1
이매,868,47051,142239,393019,517084,317888,266044,249835,283282,272687,275295,280158,324994,424882,454677,336132,224008,230631,230295,106546,21340,29,0,0
이수,374,83706,231932,520288,1145594,777752,546164,509010,547002,614263,611477,652286,716180,860752,1303063,902652,641325,632372,571042,338353,86616,1816,20,0
이천,205,10675,46454,148309,185859,122554,105094,107736,102688,107332,105464,114157,134478,154317,185871,141393,113176,80834,81274,35130,10727,0,0,0
이촌(국립중앙박물관),2376,50481,225428,532930,857335,673559,526982,508385,577914,636452,586583,631810,730124,809593,925678,577411,397132,373027,304594,159075,41064,174,2,0
이태원,96,221599,249563,318894,622159,498386,411999,436957,533081,590053,613337,676394,789123,982858,1237964,1089849,842596,867017,871438,678209,174566,1602,39,0
인덕원,1070,141105,492926,1440116,2326691,1150004,784050,716788,741753,812595,764640,809807,962883,1264149,2054096,1393307,876398,856967,764311,454363,146015,87,0,0
인천,4932,30105,102061,211224,267686,178813,208437,287354,322225,339459,347373,353178,356360,353865,335613,193426,148257,118428,78201,38504,20376,172,0,0
인천공항1터미널,0,257999,423467,685445,741886,569494,527085,677826,810874,779270,867260,792194,838284,808984,788279,608682,546377,494643,476214,282363,98652,135,63,0
인천공항2터미널,0,109004,169614,267056,262493,199265,169501,202869,276044,197814,210669,274080,288030,365763,333326,169903,139673,143167,97481,53769,11218,28,12,0
인천논현,31,33479,122753,295439,392648,260635,199298,206238,237195,255170,241136,262405,291506,376248,429005,307378,222202,211488,171644,99700,18712,0,0,0
인하대,86,38467,132853,309764,418765,226969,207714,188867,212729,230537,208831,233891,295783,352911,421663,243646,183967,184905,174247,103366,19645,0,0,0
일산,188,90369,291178,718684,653000,365089,272716,274777,298126,298988,293307,313692,374003,422009,552009,518639,330934,293585,271023,143706,63298,51,0,0
일원,137,42871,203090,621468,616952,462803,444671,412144,436474,434523,426399,438459,493875,577510,482487,370878,254970,217464,200863,96684,28404,349,5,0
잠실(송파구청),1372,280691,1249882,3092260,5769135,4636252,3181161,3401461,3516249,3863082,3937377,4367081,4851326,5819907,7853368,5587306,4332865,3894992,3333438,1456741,286958,7216,173,0
잠실나루,108,59572,273660,802629,1194725,794005,614196,586740,639331,629659,626353,642640,694442,821566,989369,705414,478865,423288,369080,210553,61316,1375,41,0
잠실새내,439,81024,314869,971252,1445402,1081183,774484,784005,865682,924194,909478,973196,1118338,1323686,1778677,1405008,963213,919370,901435,527256,135574,3039,77,0
잠원,84,27644,140853,321298,463137,304911,216001,215696,230378,242515,226997,244438,276964,331769,406881,294233,195054,191262,198010,99595,27448,122,4,0
장승배기,222,103212,210408,510392,840856,550631,373148,354089,374749,393558,375945,404145,437849,510751,702212,528600,349054,346389,322099,181555,59943,208,8,0
장암,28,18504,96776,238982,168064,81631,62746,46931,47553,44759,45125,52149,55955,71437,73730,61933,35411,25109,18418,13833,3753,49,0,0
장지,10,86437,322008,879365,1433356,887392,573091,556770,623330,630663,626125,701133,803771,947507,1382465,964402,627062,634155,525206,244715,68582,244,2,0
장한평,239,96271,349326,886140,1705193,825753,563550,531173,563200,616896,569000,615640,733430,925738,1505222,1016581,584984,507126,449193,272284,74043,2048,19,0
정릉,29,30242,84706,201370,256334,213805,163966,153829,166142,168631,159216,174909,193798,213722,270120,205304,134102,120365,101555,56867,16799,56,0,0
정발산,884,41892,105860,192811,389210,385391,325098,368412,390349,448573,455659,466747,496932,524866,662029,458139,353863,267699,227586,118106,32154,307,0,0
정부과천청사,122,47671,225745,524755,1139038,539094,411118,395045,363078,426973,485963,447701,476219,629723,1027416,487018,323498,336518,261317,117161,25311,36,0,0
정왕,3413,75107,245115,533752,576005,422975,325973,287305,295217,305821,300405,325976,378903,521481,642164,415773,323631,266571,209649,126121,47593,5788,0,0
정자,5161,56883,274283,660618,1272294,946686,573600,499800,519522,543783,550588,595917,672614,911625,1368822,994983,671644,632710,617667,311916,77145,65,0,0
제기동,4213,88801,223353,524623,994718,858864,879365,1099191,1250719,1372528,1353905,1351347,1217069,1061113,989332,610908,387861,305705,251133,148673,27464,199,4,0
제물포,10697,115751,250457,666583,862083,508944,345219,329738,385435,386983,354959,412590,522707,598406,688842,515674,360367,319810,283081,200618,59193,47,0,0
종각,1219,111908,413139,1283981,3495127,2126943,1191317,1287895,1342566,1555448,1535511,1630148,1777814,2427690,3864753,2075307,1531121,1666320,1332079,642160,74918,1231,38,0
종로3가,2624,144676,415213,855619,2410415,2617748,2410631,2738222,3042577,3311156,3306233,3301964,3362229,3555589,4455975,3043558,1949670,1966516,1605710,772839,143252,1996,39,0
종로5가,550,69081,234393,561946,1566433,1096019,1053520,1255818,1382903,1479267,1527131,1477391,1449681,1569571,1951815,1127801,703103,571071,428864,176060,22744,183,4,0
종합운동장,240,61554,277146,689813,1029646,716492,516105,518865,590917,712095,667908,726106,949140,1163458,1309577,852230,679864,887757,709743,289531,63652,2474,27,0
주안,13617,235820,471630,1170798,1292162,909392,712078,713014,851185,780166,769104,827469,935988,1174328,1418877,1245866,876555,791410,717527,483390,111921,119,0,0
주엽,804,76220,253396,447114,545387,457544,408747,408280,411329,451080,425803,477050,505281,524756,555206,475892,319464,264424,243419,139890,49501,3141,0,0
죽전,18738,68083,274342,781140,925287,673884,614469,547906,568818,617501,607837,685291,762014,918122,1117809,936263,757920,555608,520057,319894,130892,61,0,1
중계,235,138471,361470,1040860,1235380,719545,516815,491895,502640,530196,477988,514631,601817,679663,840276,775259,488587,482849,442181,275599,86099,378,31,0
중곡,15,78870,225137,536891,853734,503739,338887,306517,326541,331231,314554,348998,425651,488133,590702,518000,318810,294479,271244,166449,47251,219,0,0
중동,7784,148415,275086,641757,657833,417857,308614,307387,336520,336057,305410,326573,388359,453351,576803,503379,328636,295115,257543,181669,41919,56,0,0
중랑,1136,80761,142263,347796,372037,235354,196909,175472,196428,199118,199588,220279,242385,264919,370530,307645,190597,165022,155444,87785,18198,2,0,0
중앙,3284,112957,404216,814712,972161,694974,552283,564780,644227,690105,682132,707849,828820,1001751,1279873,1042027,777511,702525,616219,379878,140494,975,0,0
중앙보훈병원,129,28721,151989,435197,485638,335597,308425,273087,275487,268309,300284,298475,303570,340067,384162,299084,189202,179451,171614,100303,24844,2338,8,0
중화,69,121798,244640,604647,923795,524126,367149,335309,368849,372405,359017,394212,456980,550736,725698,646514,405917,376021,349879,217183,64369,640,0,0
증미,22,38073,120197,320360,633476,286935,204213,205587,212996,224640,233652,257446,272496,315796,599973,345852,210833,182431,158242,98820,26004,340,0,0
증산(명지대앞),189,106952,234780,578314,777089,461755,345444,305893,336753,337436,329191,354589,439777,494793,662844,550800,363457,323938,325638,198364,56913,7766,12,0
지제,54,44072,85336,188199,146535,92006,64681,68878,84906,74658,70954,104267,120810,181340,191103,133121,93338,86693,61861,31778,4604,0,0,0
지축,12,10265,58846,83364,93686,61269,46880,42792,44342,44027,45371,54314,73208,86343,80987,57223,40392,32422,24632,11449,2032,12,2,0
지평,0,0,5,7390,4280,20,8913,29,8,12,0,148,14721,41,1552,3328,249,1,0,0,1,0,0,0
지행,351,62358,180899,363899,497603,319956,242548,247034,257058,274813,241524,274456,330922,399494,450625,386732,293509,215291,214429,165115,41005,40,0,0
직산,678,10504,26683,59997,59386,44908,33476,33143,32142,32802,32912,37551,40754,50044,71702,40182,28278,29512,17858,11549,4024,0,0,0
진위,235,10782,46864,131776,136122,54459,41338,39882,42073,45446,40536,52163,70687,112181,145878,72500,52913,40257,28670,15593,962,2,0,0
창동,25051,251881,631187,1585068,1710413,1237825,1008206,962409,1049402,1108721,1105792,1177866,1335994,1496892,1918556,1595202,1082951,974732,895090,584821,189589,1257,2,0
창신,244,35795,88248,253796,332537,167653,114275,99701,109753,109472,101631,109982,136880,138615,174341,148488,105740,92362,94380,55541,17695,65,0,0
천마산,150,16761,50974,117993,98131,82790,65430,55617,60990,52630,57719,60614,61170,76746,86798,72650,55312,46075,30843,21137,5701,0,0,0
천안,25489,42959,107424,225832,283878,335759,310941,352138,331920,293189,406063,384968,461950,437055,427225,298611,247488,187086,148848,82679,36227,8,0,0
천왕,308,93827,227465,608417,787696,431754,282739,261268,290733,295284,280855,308479,371795,414838,581993,513039,310357,272959,242472,153932,47982,1402,25,0
천호(풍납토성),1001,274395,674907,1451681,2176122,1667654,1244989,1307088,1406659,1546491,1530747,1698404,1878697,2272409,3012296,2330268,1578082,1339608,1157382,650092,184074,5358,61,0
철산,107,187296,482058,1340199,1689034,1027082,728751,692291,746478,769587,753581,810024,929477,1202835,1753455,1470566,912581,841561,768482,460748,129978,334,60,0
청구,91,51654,129928,308640,791419,446422,249504,250806,243256,264931,252878,270401,307164,368705,570960,412283,259879,239273,207496,121469,35063,180,0,0
청담,397,84028,394298,879811,2215715,1453420,666726,569068,550864,597448,593973,683801,755261,1003745,1697691,1065270,630547,585173,473693,187136,63868,158,55,0
청라국제도시,1904,56987,244032,496592,464559,207496,158356,154807,160222,158898,150838,171104,218806,302141,475973,368221,231662,208331,201018,138378,38934,22,0,0
청량리(서울시립대입구),29317,287939,609815,1347870,1990449,1824715,1687788,1912152,2103509,2245588,2284268,2402320,2421678,2419649,2547110,1922677,1418814,1062322,910362,510110,138045,991,1,0
청명,309,35360,97509,295793,354723,177887,123863,118015,128763,136592,123017,140799,188628,214253,282029,227173,153404,138564,129093,78442,18739,10,0,0
청평,63,16640,35389,77264,130634,101896,105370,126775,108391,97180,111007,93667,123289,129205,114893,81796,48321,45723,36342,19775,4887,0,0,0
초월,8,14824,63518,183132,220953,115160,80350,75317,75848,73892,73797,79135,106148,128130,180620,131389,110562,76431,77138,55465,14,10,0,0
초지,3264,31350,135107,291311,314090,231258,159930,137849,146914,150427,127340,147255,177252,238626,265829,194355,132883,106247,94186,53491,23519,758,0,0
총신대입구(이수),1443,98474,348971,846865,1407240,1010900,754360,750380,806117,865657,867748,929428,1029512,1208631,1684656,1199569,797305,750320,662426,384105,89881,2764,23,0
춘의,5,77126,186161,641039,952858,395102,238986,209442,221358,241663,224221,240043,276254,470119,773827,447815,305730,264428,193611,117505,34734,117,0,0
춘천,3637,6192,26610,47038,90495,95568,88641,105365,97033,109667,110098,141497,138489,130353,95221,89148,51609,42499,32747,15823,10703,0,0,0
충무로,1176,83550,305174,787597,2681327,1710802,1134941,1047149,1055229,1163942,1176467,1174223,1301311,1735138,2653288,1538170,1024801,1015562,856857,518819,122307,2270,17,0
충정로(경기대입구),462,78317,234153,585747,1688803,893581,481671,464230,462755,527192,515515,523205,594222,772173,1464610,668559,442922,435131,366378,213644,56285,2471,42,0
탄현,361,71658,238025,601110,469515,293202,225746,220939,228124,218067,223899,254400,284245,364017,473528,481357,291588,267193,227876,120559,71964,35,0,0
태릉입구,1629,160548,296301,673631,1028664,671821,496758,521654,509697,541653,538907,576045,661682,774666,974407,801923,533713,501413,463898,306186,121975,16187,95,0
태평,2152,214521,328768,653944,1037526,722267,477979,447672,463312,491565,469696,555500,584038,694808,890924,675819,476685,486921,423936,237066,35437,28,0,0
퇴계원,102,38966,86625,294395,246242,159208,123397,103094,114026,111156,103834,115612,136406,164327,240463,184595,124025,96775,96300,55963,14543,0,0,0
파주,1113,11205,26428,70060,144756,82585,61719,49225,62995,56714,46147,68674,83075,104662,90984,48165,36484,33116,25060,15561,5407,1,0,0
판교,48,6624,66684,186564,349113,282778,132911,119167,105408,109911,116191,132488,144569,203403,322274,248402,188033,142057,84883,32232,3036,5,0,0
팔당,26,3937,14105,30786,43561,63467,49394,51537,46581,38639,49176,52261,54749,60609,55863,42111,29835,27583,19004,6196,1385,2,0,0
평내호평,6455,75887,146029,394472,374610,243701,206582,175138,214465,188936,208810,213140,226275,331600,335693,341100,202494,181490,161482,116252,34273,0,0,0
평촌,448,82776,353287,1109381,1643633,796304,502048,470114,486139,523932,496226,519705,613064,843130,1349754,969400,597838,544157,486656,248442,94532,54,0,0
평택,1275,125095,290034,573147,673417,563936,580987,521922,557062,599943,563039,652445,734436,893532,899518,647458,575319,464073,368549,197330,24747,11,0,0
풍산,56,47033,148047,352560,337089,234105,171958,174131,177921,174206,164851,191013,208666,251358,330208,264117,200989,184920,153251,103275,25673,27,0,0
하계,201,114881,381566,1133293,1318911,843277,631033,615026,703662,717599,674809,739414,854564,925864,1114036,1017003,640967,577845,555598,341445,106018,309,24,0
학동,58,62645,318557,696971,2408701,1812852,725792,551741,539316,606117,618592,655186,714309,968566,2191693,1167240,631157,581469,449470,219867,52286,134,13,0
학여울,61,9584,41446,97559,169584,143207,118662,116559,136664,152883,148536,152338,152846,159773,164593,90039,58072,54680,47983,24618,7795,58,2,0
한강진,187,31441,252689,269333,512665,386990,239430,233634,269759,325362,304971,349465,522431,643149,737048,508267,316854,369168,333746,122675,34940,87,38,0
한남,1751,35473,104247,184329,274632,240485,156354,151249,160488,162844,154399,179816,214223,273018,324989,197258,134622,122145,100119,55829,11992,5,0,0
한대앞,2008,86769,229731,469687,566428,398327,318354,274934,303375,297933,291716,308677,381085,471672,588502,447077,328959,269531,261144,149892,58299,199,0,0
한성대입구(삼선교),838,110424,267431,678211,1016152,742405,556903,571416,601771,643358,616400,654933,776175,871811,979116,729708,533460,497894,485471,283663,129776,13441,306,0
한성백제,21,10916,38560,82995,136265,96328,67667,68340,76446,81839,82247,84435,97742,113709,142194,101431,68283,64185,58859,33195,9675,82,5,0
한양대,82,21691,110617,248904,847300,804689,628853,393306,556432,499529,492250,502931,606381,747124,707837,386167,297178,328747,263322,159462,41978,479,14,0
한티,240,35670,186349,527474,928286,797241,529392,479365,591098,679591,560417,590112,720192,965800,1018547,724706,620063,473211,560294,185893,16027,6,0,0
합정,1820,239565,678620,1436883,2861361,2029372,1432186,1426529,1611110,1803039,1786628,1857051,2164999,2737839,4081443,2953981,1964884,2016175,1927016,1148325,266933,5389,43,0
행당,37,63103,180137,485252,719096,382005,259310,248969,263680,268389,255892,273942,313896,372069,535922,395092,258044,236943,238146,121471,36129,108,5,0
행신,14,56231,221270,577858,566390,296822,213440,239837,238506,235391,211544,227190,299317,387003,550837,484594,269019,258754,241924,151180,50925,49,0,0
혜화,363,81309,352101,835269,1983267,1637787,1418686,1472534,1670327,1983043,1965209,2029585,2213050,2562975,3049089,2088292,1443615,1697444,1653717,760041,152214,1712,0,0
호구포,13,28401,103586,291955,327502,124323,89352,95202,108286,110092,108263,114424,135415,238608,297295,152415,128441,103929,72855,45636,10431,0,0,0
홍대입구,22835,605720,845057,1646232,3126769,3107594,2653645,2971097,3560095,3999816,4076154,4385700,4923989,5819369,7185022,5871296,4449834,4616624,4661056,2840249,571596,36249,272,1
홍제,812,128834,387967,948952,1333050,910655,690159,642211,692848,706559,684862,752403,852433,965147,1181425,937629,616675,555057,498823,300163,79184,408,0,0
화계,54,28586,61496,174752,223246,157439,132410,128937,138711,133513,125137,126501,144935,146185,173783,159885,97731,83512,69873,43984,12624,42,11,0
화곡,1899,317367,643376,1706624,2333956,1302919,875163,834195,871692,880280,864157,929834,1098652,1335776,1970355,1660229,1051997,932508,884189,515120,143975,660,3,0
화랑대(서울여대입구),101,84267,287431,905110,984576,540681,368086,342099,358744,347293,336332,368859,460626,511535,694520,562915,352631,303155,321851,207719,63522,1454,13,0
화서,4092,115036,299256,604696,586857,319905,255258,236379,241519,246235,234095,265456,323598,422876,538891,476810,302643,260111,237233,138720,35470,2,0,0
화전,2,11630,31814,72263,173133,136751,141654,91715,92749,116265,101263,97466,140258,139823,145182,99513,71936,63221,55290,46767,15187,14,0,0
화정,1842,149040,391837,894550,1177440,836471,698672,708555,745968,804987,810406,896155,936445,1053844,1239788,1023781,690875,647433,600548,333992,77197,92,0,0
회기,9031,195130,453504,1130599,1790912,1241209,1040450,1006605,1081636,1147491,1110670,1185425,1309789,1621467,1816072,1365396,986810,1033175,988667,658548,136876,387,0,0
회룡,12765,203578,407163,843558,772809,569568,482637,474398,485081,470159,460206,488450,552958,624315,682281,691230,454159,361529,310708,205173,69612,50,0,0
회현(남대문시장),587,43914,355384,771673,2164939,1573441,1381340,1588356,1526686,1575920,1689910,1678586,1641620,1978590,1980864,1015752,913653,493503,335491,167811,35702,2006,20,0
효창공원앞,104,48998,158819,392532,907972,554262,348196,312777,327964,355345,330730,360810,419257,490489,762163,475495,302715,277207,257384,152075,41599,223,0,0
흑석(중앙대입구),117,55223,136226,362772,596128,433125,387937,359634,402601,405718,394485,433059,483122,596453,662708,480485,348859,326739,320715,217851,58009,1119,4,0
